"Artist.Name","Rank","Previous.Rank","Weeks.on.Chart","Views","Weekly.Growth","week","Country","X","isUkraine","sum"
"LOBODA",9,10,120,2114868,"13.1%",2019-01-03,"Україна","","ua",45
"LOBODA",17,17,162,1300319,"0.3%",2019-10-24,"Україна","","ua",45
"LOBODA",22,16,149,1308855,"-15.1%",2019-07-25,"Україна","","ua",45
"LOBODA",20,22,150,1305725,"-0.2%",2019-08-01,"Україна","","ua",45
"LOBODA",14,15,134,1799816,"6.2%",2019-04-11,"Україна","","ua",45
"LOBODA",17,19,161,1297046,"-1.6%",2019-10-17,"Україна","","ua",45
"LOBODA",17,15,141,1643518,"-0.9%",2019-05-30,"Україна","","ua",45
"LOBODA",9,12,138,2032824,"0%",2019-05-09,"Україна","","ua",45
"LOBODA",22,21,155,1232199,"-2.8%",2019-09-05,"Україна","","ua",45
"LOBODA",20,14,135,1567789,"-12.9%",2019-04-18,"Україна","","ua",45
"LOBODA",22,20,153,1286264,"-3.5%",2019-08-22,"Україна","","ua",45
"LOBODA",18,16,125,1639105,"5.7%",2019-02-07,"Україна","","ua",45
"LOBODA",10,9,121,1704583,"-19.4%",2019-01-10,"Україна","","ua",45
"LOBODA",10,10,127,2079599,"-3.7%",2019-02-21,"Україна","","ua",45
"LOBODA",12,13,129,1701292,"-0.9%",2019-03-07,"Україна","","ua",45
"LOBODA",19,19,160,1318138,"-7.8%",2019-10-10,"Україна","","ua",45
"LOBODA",11,9,139,1811295,"-10.9%",2019-05-16,"Україна","","ua",45
"LOBODA",20,15,132,1430338,"-6.7%",2019-03-28,"Україна","","ua",45
"LOBODA",20,17,163,1394827,"7.3%",2019-10-31,"Україна","","ua",45
"LOBODA",16,17,142,1604053,"-2.4%",2019-06-06,"Україна","","ua",45
"LOBODA",19,18,159,1429970,"0.3%",2019-10-03,"Україна","","ua",45
"LOBODA",22,19,157,1285919,"-9.1%",2019-09-19,"Україна","","ua",45
"LOBODA",21,22,154,1267988,"-1.4%",2019-08-29,"Україна","","ua",45
"LOBODA",10,18,126,2160576,"31.8%",2019-02-14,"Україна","","ua",45
"LOBODA",20,24,152,1333240,"8.1%",2019-08-15,"Україна","","ua",45
"LOBODA",13,10,128,1717113,"-17.4%",2019-02-28,"Україна","","ua",45
"LOBODA",24,20,151,1233588,"-5.5%",2019-08-08,"Україна","","ua",45
"LOBODA",10,10,122,1749598,"2.6%",2019-01-17,"Україна","","ua",45
"LOBODA",17,5,144,1617066,"-29.6%",2019-06-20,"Україна","","ua",45
"LOBODA",15,12,131,1532953,"-9.6%",2019-03-21,"Україна","","ua",45
"LOBODA",16,17,145,1588885,"-1.7%",2019-06-27,"Україна","","ua",45
"LOBODA",15,20,133,1695060,"18.5%",2019-04-04,"Україна","","ua",45
"LOBODA",5,16,143,2295691,"43.1%",2019-06-13,"Україна","","ua",45
"Mari Kraimbrery",72,56,40,641957,"-7.1%",2019-03-21,"Україна","","ua",12
"Mari Kraimbrery",99,NA,32,532706,"",2019-01-24,"Україна","","ua",12
"Mari Kraimbrery",40,30,37,998363,"-6.2%",2019-02-28,"Україна","","ua",12
"Mari Kraimbrery",62,59,35,698840,"-2%",2019-02-14,"Україна","","ua",12
"Mari Kraimbrery",59,63,34,713076,"6.8%",2019-02-07,"Україна","","ua",12
"Mari Kraimbrery",43,40,38,952845,"-4.6%",2019-03-07,"Україна","","ua",12
"Mari Kraimbrery",97,76,43,493040,"-13.8%",2019-04-11,"Україна","","ua",12
"Mari Kraimbrery",71,72,41,652523,"1.6%",2019-03-28,"Україна","","ua",12
"Mari Kraimbrery",76,71,42,571956,"-12.3%",2019-04-04,"Україна","","ua",12
"Mari Kraimbrery",63,99,33,667762,"25.4%",2019-01-31,"Україна","","ua",12
"Mari Kraimbrery",30,62,36,1064797,"52.4%",2019-02-21,"Україна","","ua",12
"Mari Kraimbrery",56,43,39,691063,"-27.5%",2019-03-14,"Україна","","ua",12
"MARUV",24,NA,25,1270975,"",2019-02-14,"Україна","","ua",9
"MARUV",67,55,47,667176,"-4.2%",2019-02-07,"Україна","","ua",9
"MARUV",11,32,27,1780981,"72.8%",2019-02-28,"Україна","","ua",9
"MARUV",32,24,26,1030594,"-18.9%",2019-02-21,"Україна","","ua",9
"MARUV",55,74,46,696658,"8.6%",2019-01-31,"Україна","","ua",9
"MARUV",70,68,44,626995,"5.6%",2019-01-17,"Україна","","ua",9
"MARUV",74,70,45,641675,"2.3%",2019-01-24,"Україна","","ua",9
"MARUV",15,16,64,1625162,"-9.6%",2019-06-06,"Україна","","ua",40
"MARUV",55,54,84,707306,"-0.8%",2019-10-24,"Україна","","ua",40
"MARUV",54,40,83,713070,"-12.7%",2019-10-17,"Україна","","ua",40
"MARUV",28,27,80,1000667,"-2.6%",2019-09-26,"Україна","","ua",40
"MARUV",40,32,82,816430,"-13.9%",2019-10-10,"Україна","","ua",40
"MARUV",16,15,65,1491449,"-8.2%",2019-06-13,"Україна","","ua",40
"MARUV",41,55,85,836417,"18.3%",2019-10-31,"Україна","","ua",40
"MARUV",21,16,66,1421652,"-4.7%",2019-06-20,"Україна","","ua",40
"MARUV",23,25,77,1081963,"-5.2%",2019-09-05,"Україна","","ua",40
"MARUV",3,43,50,3548221,"332.1%",2019-02-28,"Україна","","ua",40
"MARUV",69,78,42,710052,"17.2%",2019-01-03,"Україна","","ua",40
"MARUV",7,29,73,2022453,"81.7%",2019-08-08,"Україна","","ua",40
"MARUV",15,13,61,1622280,"-2.1%",2019-05-16,"Україна","","ua",40
"MARUV",3,3,51,3371028,"-5%",2019-03-07,"Україна","","ua",40
"MARUV",32,28,81,947702,"-5.3%",2019-10-03,"Україна","","ua",40
"MARUV",29,25,72,1113077,"0.3%",2019-08-01,"Україна","","ua",40
"MARUV",23,23,68,1261755,"-4.2%",2019-07-04,"Україна","","ua",40
"MARUV",14,6,57,1890484,"-27.7%",2019-04-18,"Україна","","ua",40
"MARUV",16,16,59,1719583,"2.9%",2019-05-02,"Україна","","ua",40
"MARUV",7,4,53,2419223,"-7.7%",2019-03-21,"Україна","","ua",40
"MARUV",23,21,67,1316789,"-7.4%",2019-06-27,"Україна","","ua",40
"MARUV",6,13,56,2613672,"49.7%",2019-04-11,"Україна","","ua",40
"MARUV",27,26,79,1027289,"-0.1%",2019-09-19,"Україна","","ua",40
"MARUV",4,3,52,2620633,"-22.3%",2019-03-14,"Україна","","ua",40
"MARUV",24,22,70,1224762,"-1.8%",2019-07-18,"Україна","","ua",40
"MARUV",25,26,76,1140976,"-4.4%",2019-08-29,"Україна","","ua",40
"MARUV",13,16,60,1656933,"-3.6%",2019-05-09,"Україна","","ua",40
"MARUV",16,4,63,1797035,"-21.9%",2019-05-30,"Україна","","ua",40
"MARUV",22,23,69,1246602,"-1.2%",2019-07-11,"Україна","","ua",40
"MARUV",26,23,78,1028138,"-5%",2019-09-12,"Україна","","ua",40
"MARUV",4,15,62,2300412,"41.8%",2019-05-23,"Україна","","ua",40
"MARUV",68,69,43,593887,"-16.4%",2019-01-10,"Україна","","ua",40
"MARUV",22,7,74,1322874,"-34.6%",2019-08-15,"Україна","","ua",40
"MARUV",8,7,54,2130914,"-11.9%",2019-03-28,"Україна","","ua",40
"MARUV",25,24,71,1109712,"-9.4%",2019-07-25,"Україна","","ua",40
"MARUV",13,8,55,1746107,"-18.1%",2019-04-04,"Україна","","ua",40
"MARUV",25,41,86,1207175,"44.3%",2019-11-07,"Україна","","ua",40
"MARUV",26,22,75,1193612,"-9.8%",2019-08-22,"Україна","","ua",40
"MARUV",16,14,58,1671299,"-11.6%",2019-04-25,"Україна","","ua",40
"MONATIK",27,25,131,1132606,"-1.9%",2019-03-21,"Україна","","ua",45
"MONATIK",23,21,129,1250221,"-8.5%",2019-03-07,"Україна","","ua",45
"MONATIK",32,27,134,1022284,"-3.5%",2019-04-11,"Україна","","ua",45
"MONATIK",14,1,137,1737979,"-56.7%",2019-05-02,"Україна","","ua",45
"MONATIK",21,15,128,1366120,"-14.3%",2019-02-28,"Україна","","ua",45
"MONATIK",19,20,154,1305641,"-7%",2019-08-29,"Україна","","ua",45
"MONATIK",18,15,148,1465905,"-7.5%",2019-07-18,"Україна","","ua",45
"MONATIK",30,32,135,1072706,"4.9%",2019-04-18,"Україна","","ua",45
"MONATIK",25,23,130,1154748,"-7.6%",2019-03-14,"Україна","","ua",45
"MONATIK",14,15,125,1714636,"3.3%",2019-02-07,"Україна","","ua",45
"MONATIK",16,18,149,1715077,"17%",2019-07-25,"Україна","","ua",45
"MONATIK",17,15,164,1374932,"-5.7%",2019-11-07,"Україна","","ua",45
"MONATIK",27,23,133,1059464,"-14.5%",2019-04-04,"Україна","","ua",45
"MONATIK",5,15,142,2482204,"29.8%",2019-06-06,"Україна","","ua",45
"MONATIK",23,27,132,1239254,"9.4%",2019-03-28,"Україна","","ua",45
"MONATIK",11,11,120,1928463,"8.3%",2019-01-03,"Україна","","ua",45
"MONATIK",15,14,124,1660512,"5.6%",2019-01-31,"Україна","","ua",45
"MONATIK",15,9,141,1912887,"-4.2%",2019-05-30,"Україна","","ua",45
"MONATIK",12,12,122,1576881,"-0.2%",2019-01-17,"Україна","","ua",45
"MONATIK",9,14,140,1997224,"22.8%",2019-05-23,"Україна","","ua",45
"MONATIK",8,5,143,2103090,"-15.3%",2019-06-13,"Україна","","ua",45
"MONATIK",8,22,157,1995620,"68.7%",2019-09-19,"Україна","","ua",45
"MONATIK",21,19,155,1236424,"-5.3%",2019-09-05,"Україна","","ua",45
"MONATIK",15,17,161,1329157,"-3%",2019-10-17,"Україна","","ua",45
"MONATIK",20,18,153,1403672,"-4.4%",2019-08-22,"Україна","","ua",45
"MONATIK",17,17,151,1588733,"-2.9%",2019-08-08,"Україна","","ua",45
"MONATIK",15,15,147,1585468,"1.8%",2019-07-11,"Україна","","ua",45
"MONATIK",18,16,159,1451188,"-6.5%",2019-10-03,"Україна","","ua",45
"MONATIK",17,16,150,1635397,"-4.6%",2019-08-01,"Україна","","ua",45
"MONATIK",15,15,162,1356220,"2%",2019-10-24,"Україна","","ua",45
"MONATIK",16,8,158,1551833,"-22.2%",2019-09-26,"Україна","","ua",45
"MONATIK",14,16,139,1626624,"3.3%",2019-05-16,"Україна","","ua",45
"MONATIK",16,14,138,1574707,"-9.4%",2019-05-09,"Україна","","ua",45
"MONATIK",15,15,163,1458291,"7.5%",2019-10-31,"Україна","","ua",45
"MONATIK",1,30,136,4017762,"274.5%",2019-04-25,"Україна","","ua",45
"MONATIK",15,15,146,1557147,"-7.6%",2019-07-04,"Україна","","ua",45
"MONATIK",15,8,144,1667884,"-20.7%",2019-06-20,"Україна","","ua",45
"MONATIK",15,14,127,1594548,"-6.7%",2019-02-21,"Україна","","ua",45
"MONATIK",14,12,123,1572780,"-0.3%",2019-01-24,"Україна","","ua",45
"MONATIK",12,11,121,1580498,"-18%",2019-01-10,"Україна","","ua",45
"MONATIK",17,18,160,1370938,"-5.5%",2019-10-10,"Україна","","ua",45
"MONATIK",15,15,145,1684401,"1%",2019-06-27,"Україна","","ua",45
"MONATIK",14,14,126,1708507,"-0.4%",2019-02-14,"Україна","","ua",45
"MONATIK",22,21,156,1183128,"-4.3%",2019-09-12,"Україна","","ua",45
"MONATIK",18,17,152,1468380,"-7.6%",2019-08-15,"Україна","","ua",45
"MOZGI",35,24,123,934463,"-10.9%",2019-01-24,"Україна","","ua",44
"MOZGI",93,89,152,530925,"1.7%",2019-08-15,"Україна","","ua",44
"MOZGI",78,62,156,566379,"-12.9%",2019-09-12,"Україна","","ua",44
"MOZGI",68,60,135,660693,"-4.4%",2019-04-18,"Україна","","ua",44
"MOZGI",32,59,131,998002,"45.8%",2019-03-21,"Україна","","ua",44
"MOZGI",43,38,126,860543,"-2.3%",2019-02-14,"Україна","","ua",44
"MOZGI",51,62,147,636953,"6.5%",2019-07-11,"Україна","","ua",44
"MOZGI",79,96,160,552745,"2.4%",2019-10-10,"Україна","","ua",44
"MOZGI",62,24,155,649932,"-43.1%",2019-09-05,"Україна","","ua",44
"MOZGI",70,56,129,717706,"-5.6%",2019-03-07,"Україна","","ua",44
"MOZGI",62,58,149,611037,"-0.4%",2019-07-25,"Україна","","ua",44
"MOZGI",79,78,157,555460,"-1.9%",2019-09-19,"Україна","","ua",44
"MOZGI",62,62,146,598351,"-3%",2019-07-04,"Україна","","ua",44
"MOZGI",60,68,144,624724,"4.6%",2019-06-20,"Україна","","ua",44
"MOZGI",45,42,133,783174,"-10.4%",2019-04-04,"Україна","","ua",44
"MOZGI",67,49,142,628093,"-17.2%",2019-06-06,"Україна","","ua",44
"MOZGI",67,56,163,651373,"-7.8%",2019-10-31,"Україна","","ua",44
"MOZGI",20,24,120,1479514,"20.4%",2019-01-03,"Україна","","ua",44
"MOZGI",42,32,132,874229,"-12.4%",2019-03-28,"Україна","","ua",44
"MOZGI",49,79,161,749531,"35.6%",2019-10-17,"Україна","","ua",44
"MOZGI",53,68,136,758111,"14.7%",2019-04-25,"Україна","","ua",44
"MOZGI",99,79,158,519599,"-6.5%",2019-09-26,"Україна","","ua",44
"MOZGI",56,47,128,760589,"-4.2%",2019-02-28,"Україна","","ua",44
"MOZGI",44,32,140,804306,"-17.9%",2019-05-23,"Україна","","ua",44
"MOZGI",89,72,151,521997,"-9%",2019-08-08,"Україна","","ua",44
"MOZGI",21,53,137,1457609,"92.3%",2019-05-02,"Україна","","ua",44
"MOZGI",59,70,130,684664,"-4.6%",2019-03-14,"Україна","","ua",44
"MOZGI",21,20,121,1169787,"-20.9%",2019-01-10,"Україна","","ua",44
"MOZGI",72,62,150,573362,"-6.2%",2019-08-01,"Україна","","ua",44
"MOZGI",49,44,141,758469,"-5.7%",2019-05-30,"Україна","","ua",44
"MOZGI",96,99,159,539653,"3.9%",2019-10-03,"Україна","","ua",44
"MOZGI",32,28,139,979074,"-9.4%",2019-05-16,"Україна","","ua",44
"MOZGI",38,31,125,881146,"-6.1%",2019-02-07,"Україна","","ua",44
"MOZGI",56,49,162,706411,"-5.8%",2019-10-24,"Україна","","ua",44
"MOZGI",28,21,138,1080918,"-25.8%",2019-05-09,"Україна","","ua",44
"MOZGI",58,51,148,613430,"-3.7%",2019-07-18,"Україна","","ua",44
"MOZGI",60,45,134,691187,"-11.7%",2019-04-11,"Україна","","ua",44
"MOZGI",74,67,164,593837,"-8.8%",2019-11-07,"Україна","","ua",44
"MOZGI",24,21,122,1048519,"-10.4%",2019-01-17,"Україна","","ua",44
"MOZGI",68,67,143,597512,"-4.9%",2019-06-13,"Україна","","ua",44
"MOZGI",62,60,145,616848,"-1.3%",2019-06-27,"Україна","","ua",44
"MOZGI",31,35,124,938197,"0.4%",2019-01-31,"Україна","","ua",44
"MOZGI",24,NA,154,1143098,"",2019-08-29,"Україна","","ua",44
"MOZGI",47,43,127,794239,"-7.7%",2019-02-21,"Україна","","ua",44
"NK",17,10,67,1470251,"-31.8%",2019-06-06,"Україна","","ua",47
"NK",14,4,63,1629298,"-39.2%",2019-05-09,"Україна","","ua",47
"NK",11,28,61,1894888,"65.6%",2019-04-25,"Україна","","ua",47
"NK",22,17,69,1347723,"-5.9%",2019-06-20,"Україна","","ua",47
"NK",25,22,70,1275244,"-5.4%",2019-06-27,"Україна","","ua",47
"NK",35,33,79,931631,"-2.2%",2019-08-29,"Україна","","ua",47
"NK",28,28,60,1144535,"-6.3%",2019-04-18,"Україна","","ua",47
"NK",10,13,66,2155519,"28%",2019-05-30,"Україна","","ua",47
"NK",24,23,46,1123076,"-16.4%",2019-01-10,"Україна","","ua",47
"NK",46,37,81,786492,"-10.2%",2019-09-12,"Україна","","ua",47
"NK",31,26,75,1041812,"-4.5%",2019-08-01,"Україна","","ua",47
"NK",13,17,65,1683835,"9.4%",2019-05-23,"Україна","","ua",47
"NK",2,63,88,3187587,"378%",2019-10-31,"Україна","","ua",47
"NK",64,63,85,648501,"-4.9%",2019-10-10,"Україна","","ua",47
"NK",4,11,62,2678666,"41.4%",2019-05-02,"Україна","","ua",47
"NK",21,15,56,1364408,"-9.4%",2019-03-21,"Україна","","ua",47
"NK",37,35,80,875986,"-6%",2019-09-05,"Україна","","ua",47
"NK",26,25,72,1169345,"-2.5%",2019-07-11,"Україна","","ua",47
"NK",51,46,82,747685,"-4.9%",2019-09-19,"Україна","","ua",47
"NK",4,44,52,3207182,"274.6%",2019-02-21,"Україна","","ua",47
"NK",21,21,57,1408818,"3.3%",2019-03-28,"Україна","","ua",47
"NK",34,36,49,866662,"-4.5%",2019-01-31,"Україна","","ua",47
"NK",11,21,58,2046922,"45.3%",2019-04-04,"Україна","","ua",47
"NK",58,64,86,687804,"6.1%",2019-10-17,"Україна","","ua",47
"NK",26,26,74,1091105,"-4.4%",2019-07-25,"Україна","","ua",47
"NK",55,51,83,715274,"-4.3%",2019-09-26,"Україна","","ua",47
"NK",10,4,53,1985403,"-38.1%",2019-02-28,"Україна","","ua",47
"NK",17,14,64,1538916,"-5.5%",2019-05-16,"Україна","","ua",47
"NK",15,10,55,1506154,"-12.3%",2019-03-14,"Україна","","ua",47
"NK",36,29,48,907616,"-8.9%",2019-01-24,"Україна","","ua",47
"NK",29,24,47,996823,"-11.2%",2019-01-17,"Україна","","ua",47
"NK",63,58,87,666840,"-3%",2019-10-24,"Україна","","ua",47
"NK",10,10,54,1718026,"-13.5%",2019-03-07,"Україна","","ua",47
"NK",17,17,68,1432107,"-2.6%",2019-06-13,"Україна","","ua",47
"NK",28,31,76,1024312,"-1.7%",2019-08-08,"Україна","","ua",47
"NK",33,28,77,961626,"-6.1%",2019-08-15,"Україна","","ua",47
"NK",9,2,89,2066164,"-35.2%",2019-11-07,"Україна","","ua",47
"NK",26,26,73,1141504,"-2.4%",2019-07-18,"Україна","","ua",47
"NK",46,34,50,824833,"-4.8%",2019-02-07,"Україна","","ua",47
"NK",28,11,59,1221293,"-40.3%",2019-04-11,"Україна","","ua",47
"NK",44,46,51,856055,"3.8%",2019-02-14,"Україна","","ua",47
"NK",63,55,84,681834,"-4.7%",2019-10-03,"Україна","","ua",47
"NK",25,25,71,1199454,"-5.9%",2019-07-04,"Україна","","ua",47
"NK",23,27,45,1342613,"13.1%",2019-01-03,"Україна","","ua",47
"NK",33,33,78,952150,"-1%",2019-08-22,"Україна","","ua",47
"Open Kids",48,44,114,909692,"2.1%",2019-03-07,"Україна","","ua",3
"Open Kids",51,48,115,715951,"-21.3%",2019-03-14,"Україна","","ua",3
"Open Kids",44,NA,113,890610,"",2019-02-28,"Україна","","ua",3
"Pianoбой",70,NA,11,627754,"",2019-05-23,"Україна","","ua",1
"ПТП",18,NA,2,1639806,"",2019-05-30,"Україна","","ua",1
"Quest Pistols Show",99,97,131,483379,"-1.1%",2019-04-11,"Україна","","ua",23
"Quest Pistols Show",91,93,158,486555,"-4.5%",2019-10-17,"Україна","","ua",23
"Quest Pistols Show",77,88,160,618444,"21.6%",2019-10-31,"Україна","","ua",23
"Quest Pistols Show",88,91,159,508569,"4.5%",2019-10-24,"Україна","","ua",23
"Quest Pistols Show",93,NA,157,509701,"",2019-10-10,"Україна","","ua",23
"Quest Pistols Show",64,77,161,620440,"0.3%",2019-11-07,"Україна","","ua",23
"Quest Pistols Show",85,94,125,605799,"7.5%",2019-02-07,"Україна","","ua",23
"Quest Pistols Show",90,85,122,533204,"-2%",2019-01-17,"Україна","","ua",23
"Quest Pistols Show",79,NA,149,598579,"",2019-08-15,"Україна","","ua",23
"Quest Pistols Show",53,62,120,773811,"9.3%",2019-01-03,"Україна","","ua",23
"Quest Pistols Show",85,53,121,544126,"-29.7%",2019-01-10,"Україна","","ua",23
"Quest Pistols Show",83,89,129,567870,"7.9%",2019-03-28,"Україна","","ua",23
"Quest Pistols Show",85,79,150,563472,"-5.9%",2019-08-22,"Україна","","ua",23
"Quest Pistols Show",88,NA,141,519311,"",2019-06-20,"Україна","","ua",23
"Quest Pistols Show",92,97,155,539884,"7.2%",2019-09-26,"Україна","","ua",23
"Quest Pistols Show",92,85,151,526506,"-6.6%",2019-08-29,"Україна","","ua",23
"Quest Pistols Show",85,85,126,612026,"1%",2019-02-14,"Україна","","ua",23
"Quest Pistols Show",96,NA,153,492532,"",2019-09-12,"Україна","","ua",23
"Quest Pistols Show",89,NA,128,526494,"",2019-03-21,"Україна","","ua",23
"Quest Pistols Show",96,99,132,527367,"9.1%",2019-04-18,"Україна","","ua",23
"Quest Pistols Show",97,96,154,503538,"2.2%",2019-09-19,"Україна","","ua",23
"Quest Pistols Show",94,NA,124,563289,"",2019-01-31,"Україна","","ua",23
"Quest Pistols Show",97,83,130,488607,"-14%",2019-04-04,"Україна","","ua",23
"Roman Skorpion",50,NA,1,714835,"",2019-06-06,"Україна","","ua",1
"Shy",93,NA,1,524915,"",2019-05-23,"Україна","","ua",1
"TAYANNA",89,74,19,510591,"-19.6%",2019-04-04,"Україна","","ua",3
"TAYANNA",61,NA,17,700359,"",2019-03-21,"Україна","","ua",3
"TAYANNA",74,61,18,635000,"-9.3%",2019-03-28,"Україна","","ua",3
"T-Fest",79,90,110,589594,"10.4%",2019-04-18,"Україна","","ua",37
"T-Fest",55,53,120,656573,"-0.6%",2019-06-27,"Україна","","ua",37
"T-Fest",67,61,103,689851,"-0.2%",2019-02-28,"Україна","","ua",37
"T-Fest",56,54,122,597498,"-7.2%",2019-07-11,"Україна","","ua",37
"T-Fest",51,42,118,689799,"-9.5%",2019-06-13,"Україна","","ua",37
"T-Fest",60,70,113,647384,"7.4%",2019-05-09,"Україна","","ua",37
"T-Fest",80,62,106,582003,"-10.5%",2019-03-21,"Україна","","ua",37
"T-Fest",29,76,98,1065289,"78.3%",2019-01-24,"Україна","","ua",37
"T-Fest",70,74,112,602802,"-2.7%",2019-05-02,"Україна","","ua",37
"T-Fest",72,54,95,705688,"-3.2%",2019-01-03,"Україна","","ua",37
"T-Fest",93,NA,134,549558,"",2019-10-03,"Україна","","ua",37
"T-Fest",44,33,100,835560,"-9.5%",2019-02-07,"Україна","","ua",37
"T-Fest",74,79,111,619567,"5.1%",2019-04-25,"Україна","","ua",37
"T-Fest",57,44,101,753878,"-9.8%",2019-02-14,"Україна","","ua",37
"T-Fest",82,70,124,535790,"-4.6%",2019-07-25,"Україна","","ua",37
"T-Fest",94,86,108,494919,"-11.5%",2019-04-04,"Україна","","ua",37
"T-Fest",84,72,96,547672,"-22.4%",2019-01-10,"Україна","","ua",37
"T-Fest",67,60,114,614634,"-5.1%",2019-05-16,"Україна","","ua",37
"T-Fest",76,67,115,592476,"-3.6%",2019-05-23,"Україна","","ua",37
"T-Fest",83,74,126,544493,"-3.5%",2019-08-08,"Україна","","ua",37
"T-Fest",90,96,139,535524,"4%",2019-11-07,"Україна","","ua",37
"T-Fest",73,67,104,697594,"1.1%",2019-03-07,"Україна","","ua",37
"T-Fest",42,44,117,762263,"-3.3%",2019-06-06,"Україна","","ua",37
"T-Fest",44,76,116,787939,"33%",2019-05-30,"Україна","","ua",37
"T-Fest",54,55,121,643653,"-2%",2019-07-04,"Україна","","ua",37
"T-Fest",86,80,107,559126,"-3.9%",2019-03-28,"Україна","","ua",37
"T-Fest",96,NA,138,514735,"",2019-10-31,"Україна","","ua",37
"T-Fest",93,85,130,518727,"-8.1%",2019-09-05,"Україна","","ua",37
"T-Fest",90,94,109,533924,"7.9%",2019-04-11,"Україна","","ua",37
"T-Fest",70,56,123,561772,"-6%",2019-07-18,"Україна","","ua",37
"T-Fest",53,51,119,660453,"-4.3%",2019-06-20,"Україна","","ua",37
"T-Fest",85,NA,129,564591,"",2019-08-29,"Україна","","ua",37
"T-Fest",74,82,125,564386,"5.3%",2019-08-01,"Україна","","ua",37
"T-Fest",33,29,99,923431,"-13.3%",2019-01-31,"Україна","","ua",37
"T-Fest",76,84,97,597582,"9.1%",2019-01-17,"Україна","","ua",37
"T-Fest",61,57,102,691265,"-8.3%",2019-02-21,"Україна","","ua",37
"T-Fest",62,73,105,650613,"-6.7%",2019-03-14,"Україна","","ua",37
"The Hardkiss",59,55,142,678244,"-0.7%",2019-09-12,"Україна","","ua",45
"The Hardkiss",35,29,147,896461,"-13.1%",2019-10-17,"Україна","","ua",45
"The Hardkiss",72,70,132,535151,"-7.6%",2019-07-04,"Україна","","ua",45
"The Hardkiss",65,61,136,604113,"-1.4%",2019-08-01,"Україна","","ua",45
