"Artist.Name","Rank","Previous.Rank","Weeks.on.Chart","Views","Weekly.Growth","week","Country","X","isUkraine","sum"
"Христина Соловій",94,NA,123,514663,"",2019-05-16,"Україна","","ua",13
"Христина Соловій",100,66,109,565319,"-14.7%",2019-02-07,"Україна","","ua",13
"Христина Соловій",66,62,108,663101,"-2.3%",2019-01-31,"Україна","","ua",13
"Христина Соловій",78,NA,113,660924,"",2019-03-07,"Україна","","ua",13
"Христина Соловій",100,91,128,447852,"-5.3%",2019-07-11,"Україна","","ua",13
"Христина Соловій",59,NA,126,632291,"",2019-06-27,"Україна","","ua",13
"Христина Соловій",99,100,110,569760,"0.8%",2019-02-14,"Україна","","ua",13
"Христина Соловій",94,78,114,523872,"-20.7%",2019-03-14,"Україна","","ua",13
"Христина Соловій",83,99,111,614823,"7.9%",2019-02-21,"Україна","","ua",13
"Макс Барских",17,17,122,1257377,"0.6%",2019-01-17,"Україна","","ua",45
"Макс Барских",6,5,129,2419808,"-8.7%",2019-03-07,"Україна","","ua",45
"Макс Барских",13,16,136,1772998,"0.1%",2019-04-25,"Україна","","ua",45
"Макс Барских",16,13,140,1653046,"-0.3%",2019-05-23,"Україна","","ua",45
"Макс Барских",23,22,151,1244930,"-2.3%",2019-08-08,"Україна","","ua",45
"Макс Барских",8,22,126,2308581,"69.9%",2019-02-14,"Україна","","ua",45
"Макс Барских",14,16,120,1624588,"17.7%",2019-01-03,"Україна","","ua",45
"Макс Барских",16,19,134,1689575,"7%",2019-04-11,"Україна","","ua",45
"Макс Барских",13,18,139,1658517,"10.7%",2019-05-16,"Україна","","ua",45
"Макс Барских",19,13,137,1552916,"-12.4%",2019-05-02,"Україна","","ua",45
"Макс Барских",11,22,155,1781983,"45.2%",2019-09-05,"Україна","","ua",45
"Макс Барских",23,23,153,1274119,"-2%",2019-08-22,"Україна","","ua",45
"Макс Барских",18,17,124,1424214,"0.9%",2019-01-31,"Україна","","ua",45
"Макс Барских",19,15,144,1516726,"-1.6%",2019-06-20,"Україна","","ua",45
"Макс Барских",20,20,160,1310302,"-8.3%",2019-10-10,"Україна","","ua",45
"Макс Барских",17,16,158,1463575,"-4.6%",2019-09-26,"Україна","","ua",45
"Макс Барских",19,19,145,1412316,"-6.9%",2019-06-27,"Україна","","ua",45
"Макс Барских",18,24,162,1283661,"12.7%",2019-10-24,"Україна","","ua",45
"Макс Барских",17,14,121,1249273,"-23.1%",2019-01-10,"Україна","","ua",45
"Макс Барских",19,17,148,1413139,"-2%",2019-07-18,"Україна","","ua",45
"Макс Барских",18,19,138,1498650,"-3.5%",2019-05-09,"Україна","","ua",45
"Макс Барских",23,23,152,1300637,"4.5%",2019-08-15,"Україна","","ua",45
"Макс Барских",27,25,164,1140137,"-3.6%",2019-11-07,"Україна","","ua",45
"Макс Барских",16,16,157,1534487,"-1.9%",2019-09-19,"Україна","","ua",45
"Макс Барских",5,8,127,2997072,"29.8%",2019-02-21,"Україна","","ua",45
"Макс Барских",15,14,143,1540649,"-6.8%",2019-06-13,"Україна","","ua",45
"Макс Барских",21,19,146,1347294,"-4.6%",2019-07-04,"Україна","","ua",45
"Макс Барских",25,18,163,1183052,"-7.8%",2019-10-31,"Україна","","ua",45
"Макс Барских",19,11,133,1578566,"-8.2%",2019-04-04,"Україна","","ua",45
"Макс Барских",24,20,161,1138969,"-13.1%",2019-10-17,"Україна","","ua",45
"Макс Барских",5,5,128,2651761,"-11.5%",2019-02-28,"Україна","","ua",45
"Макс Барских",20,17,159,1428791,"-2.4%",2019-10-03,"Україна","","ua",45
"Макс Барских",9,6,130,1833122,"-24.2%",2019-03-14,"Україна","","ua",45
"Макс Барских",17,21,147,1442154,"7%",2019-07-11,"Україна","","ua",45
"Макс Барских",11,14,132,1719492,"6.9%",2019-03-28,"Україна","","ua",45
"Макс Барских",16,16,135,1771401,"4.8%",2019-04-18,"Україна","","ua",45
"Макс Барских",19,16,141,1618920,"-2.1%",2019-05-30,"Україна","","ua",45
"Макс Барских",22,18,125,1358492,"-4.6%",2019-02-07,"Україна","","ua",45
"Макс Барских",22,23,154,1226977,"-3.7%",2019-08-29,"Україна","","ua",45
"Макс Барских",21,19,149,1324364,"-6.3%",2019-07-25,"Україна","","ua",45
"Макс Барских",22,21,150,1273849,"-3.8%",2019-08-01,"Україна","","ua",45
"Макс Барских",16,11,156,1563938,"-12.2%",2019-09-12,"Україна","","ua",45
"Макс Барских",17,17,123,1411350,"12.2%",2019-01-24,"Україна","","ua",45
"Макс Барских",14,9,131,1609124,"-12.2%",2019-03-21,"Україна","","ua",45
"Макс Барских",14,19,142,1652921,"2.1%",2019-06-06,"Україна","","ua",45
"Мари Краймбрери",91,47,50,536423,"-25.7%",2019-08-15,"Україна","","ua",12
"Мари Краймбрери",63,64,56,668017,"1.1%",2019-09-26,"Україна","","ua",12
"Мари Краймбрери",64,74,55,660946,"9.8%",2019-09-19,"Україна","","ua",12
"Мари Краймбрери",44,NA,48,774156,"",2019-08-01,"Україна","","ua",12
"Мари Краймбрери",95,NA,60,524420,"",2019-10-31,"Україна","","ua",12
"Мари Краймбрери",74,63,57,629894,"-5.7%",2019-10-03,"Україна","","ua",12
"Мари Краймбрери",47,44,49,722420,"-6.7%",2019-08-08,"Україна","","ua",12
"Мари Краймбрери",76,74,58,563241,"-10.6%",2019-10-10,"Україна","","ua",12
"Мари Краймбрери",87,91,51,554759,"3.4%",2019-08-22,"Україна","","ua",12
"Мари Краймбрери",74,73,54,601960,"3%",2019-09-12,"Україна","","ua",12
"Мари Краймбрери",80,87,52,603199,"8.7%",2019-08-29,"Україна","","ua",12
"Мари Краймбрери",73,80,53,584619,"-3.1%",2019-09-05,"Україна","","ua",12
"Надя Дорофеева",98,NA,27,557047,"",2019-01-03,"Україна","","ua",1
"НЕАНГЕЛЫ",66,53,117,627195,"-12.7%",2019-08-08,"Україна","","ua",14
"НЕАНГЕЛЫ",39,50,125,820661,"6.8%",2019-10-10,"Україна","","ua",14
"НЕАНГЕЛЫ",90,77,108,521599,"-15%",2019-05-02,"Україна","","ua",14
"НЕАНГЕЛЫ",74,69,127,585567,"-8.4%",2019-10-24,"Україна","","ua",14
"НЕАНГЕЛЫ",88,76,129,540552,"-12.8%",2019-11-07,"Україна","","ua",14
"НЕАНГЕЛЫ",50,48,124,768292,"-2.8%",2019-10-03,"Україна","","ua",14
"НЕАНГЕЛЫ",18,NA,115,1392633,"",2019-07-25,"Україна","","ua",14
"НЕАНГЕЛЫ",27,NA,106,1156976,"",2019-04-18,"Україна","","ua",14
"НЕАНГЕЛЫ",76,74,128,620228,"5.9%",2019-10-31,"Україна","","ua",14
"НЕАНГЕЛЫ",53,18,116,718706,"-48.4%",2019-08-01,"Україна","","ua",14
"НЕАНГЕЛЫ",84,66,118,581228,"-7.3%",2019-08-15,"Україна","","ua",14
"НЕАНГЕЛЫ",69,39,126,639388,"-22.1%",2019-10-17,"Україна","","ua",14
"НЕАНГЕЛЫ",77,27,107,613663,"-47%",2019-04-25,"Україна","","ua",14
"НЕАНГЕЛЫ",48,NA,123,790768,"",2019-09-26,"Україна","","ua",14
"Океан Ельзи",99,NA,122,513660,"",2019-01-17,"Україна","","ua",36
"Океан Ельзи",78,72,136,604920,"-3.5%",2019-04-25,"Україна","","ua",36
"Океан Ельзи",92,89,130,529523,"-12.4%",2019-03-14,"Україна","","ua",36
"Океан Ельзи",9,84,148,2068594,"318.1%",2019-07-18,"Україна","","ua",36
"Океан Ельзи",87,89,126,603410,"1.5%",2019-02-14,"Україна","","ua",36
"Океан Ельзи",87,93,151,523289,"4.8%",2019-08-08,"Україна","","ua",36
"Океан Ельзи",89,90,125,594635,"1.6%",2019-02-07,"Україна","","ua",36
"Океан Ельзи",89,96,129,604813,"5.1%",2019-03-07,"Україна","","ua",36
"Океан Ельзи",92,87,152,533730,"2%",2019-08-15,"Україна","","ua",36
"Океан Ельзи",84,87,138,530596,"-1.7%",2019-05-09,"Україна","","ua",36
"Океан Ельзи",97,96,143,479473,"-2.6%",2019-06-13,"Україна","","ua",36
"Океан Ельзи",88,99,123,567098,"10.4%",2019-01-24,"Україна","","ua",36
"Океан Ельзи",97,97,154,509476,"-2.1%",2019-08-29,"Україна","","ua",36
"Океан Ельзи",85,87,127,609646,"1%",2019-02-21,"Україна","","ua",36
"Океан Ельзи",97,92,153,520228,"-2.5%",2019-08-22,"Україна","","ua",36
"Океан Ельзи",90,88,124,585187,"3.2%",2019-01-31,"Україна","","ua",36
"Океан Ельзи",98,89,162,484396,"-1.4%",2019-10-24,"Україна","","ua",36
"Океан Ельзи",66,9,149,590756,"-71.4%",2019-07-25,"Україна","","ua",36
"Океан Ельзи",82,97,144,534751,"11.5%",2019-06-20,"Україна","","ua",36
"Океан Ельзи",98,NA,160,484410,"",2019-10-10,"Україна","","ua",36
"Океан Ельзи",80,83,146,507292,"-4.9%",2019-07-04,"Україна","","ua",36
"Океан Ельзи",89,98,161,491291,"1.4%",2019-10-17,"Україна","","ua",36
"Океан Ельзи",72,67,135,627124,"-0.4%",2019-04-18,"Україна","","ua",36
"Океан Ельзи",93,66,150,499171,"-15.5%",2019-08-01,"Україна","","ua",36
"Океан Ельзи",87,78,137,539677,"-10.8%",2019-05-02,"Україна","","ua",36
"Океан Ельзи",95,92,131,509382,"-3.8%",2019-03-21,"Україна","","ua",36
"Океан Ельзи",67,77,134,629904,"11.2%",2019-04-11,"Україна","","ua",36
"Океан Ельзи",96,85,128,575538,"-5.6%",2019-02-28,"Україна","","ua",36
"Океан Ельзи",84,80,147,494815,"-2.5%",2019-07-11,"Україна","","ua",36
"Океан Ельзи",82,84,140,563627,"1.9%",2019-05-23,"Україна","","ua",36
"Океан Ельзи",84,84,139,553093,"4.2%",2019-05-16,"Україна","","ua",36
"Океан Ельзи",95,95,132,520611,"2.2%",2019-03-28,"Україна","","ua",36
"Океан Ельзи",77,95,133,566424,"8.8%",2019-04-04,"Україна","","ua",36
"Океан Ельзи",96,79,142,492098,"-15.6%",2019-06-06,"Україна","","ua",36
"Океан Ельзи",79,82,141,583316,"3.5%",2019-05-30,"Україна","","ua",36
"Океан Ельзи",83,82,145,533324,"-0.3%",2019-06-27,"Україна","","ua",36
"Олег Винник",13,14,141,1992612,"19%",2019-05-30,"Україна","","ua",45
"Олег Винник",14,10,140,1674613,"-7.6%",2019-05-23,"Україна","","ua",45
"Олег Винник",17,17,149,1418691,"-3.2%",2019-07-25,"Україна","","ua",45
"Олег Винник",19,17,150,1405357,"-0.9%",2019-08-01,"Україна","","ua",45
"Олег Винник",14,11,143,1589319,"-12.7%",2019-06-13,"Україна","","ua",45
"Олег Винник",18,21,161,1295320,"1.2%",2019-10-17,"Україна","","ua",45
"Олег Винник",5,2,122,2570538,"-13.3%",2019-01-17,"Україна","","ua",45
"Олег Винник",26,18,162,1076320,"-16.9%",2019-10-24,"Україна","","ua",45
"Олег Винник",18,16,145,1489488,"-10.2%",2019-06-27,"Україна","","ua",45
"Олег Винник",17,14,156,1445751,"-12%",2019-09-12,"Україна","","ua",45
"Олег Винник",14,13,155,1643364,"-12.4%",2019-09-05,"Україна","","ua",45
"Олег Винник",9,6,131,1890929,"-16.7%",2019-03-21,"Україна","","ua",45
"Олег Винник",10,9,138,1928040,"-10.3%",2019-05-09,"Україна","","ua",45
"Олег Винник",8,7,127,2648761,"6.1%",2019-02-21,"Україна","","ua",45
"Олег Винник",21,19,159,1392571,"1.1%",2019-10-03,"Україна","","ua",45
"Олег Винник",19,18,147,1436277,"0.3%",2019-07-11,"Україна","","ua",45
"Олег Винник",17,18,152,1539520,"0%",2019-08-15,"Україна","","ua",45
"Олег Винник",18,19,151,1539272,"9.5%",2019-08-08,"Україна","","ua",45
"Олег Винник",28,26,164,1138394,"-1.8%",2019-11-07,"Україна","","ua",45
"Олег Винник",18,18,146,1432282,"-3.8%",2019-07-04,"Україна","","ua",45
"Олег Винник",13,12,135,1894286,"-4.8%",2019-04-18,"Україна","","ua",45
"Олег Винник",3,7,120,3238813,"50.6%",2019-01-03,"Україна","","ua",45
"Олег Винник",20,17,157,1335335,"-7.6%",2019-09-19,"Україна","","ua",45
"Олег Винник",2,3,121,2963180,"-8.5%",2019-01-10,"Україна","","ua",45
"Олег Винник",10,9,132,1904034,"0.7%",2019-03-28,"Україна","","ua",45
"Олег Винник",9,14,137,2150037,"23.6%",2019-05-02,"Україна","","ua",45
"Олег Винник",21,21,160,1279367,"-8.1%",2019-10-10,"Україна","","ua",45
"Олег Винник",26,26,163,1159728,"7.7%",2019-10-31,"Україна","","ua",45
"Олег Винник",16,14,144,1657884,"4.3%",2019-06-20,"Україна","","ua",45
"Олег Винник",13,17,154,1875701,"26.6%",2019-08-29,"Україна","","ua",45
"Олег Винник",19,20,158,1377641,"3.2%",2019-09-26,"Україна","","ua",45
"Олег Винник",10,10,139,1811936,"-6%",2019-05-16,"Україна","","ua",45
"Олег Винник",3,5,123,2541847,"-1.1%",2019-01-24,"Україна","","ua",45
"Олег Винник",11,13,142,1820091,"-8.7%",2019-06-06,"Україна","","ua",45
"Олег Винник",7,2,125,2409583,"-2.4%",2019-02-07,"Україна","","ua",45
"Олег Винник",17,19,148,1466188,"2.1%",2019-07-18,"Україна","","ua",45
"Олег Винник",2,3,124,2467958,"-2.9%",2019-01-31,"Україна","","ua",45
"Олег Винник",7,7,126,2495771,"3.6%",2019-02-14,"Україна","","ua",45
"Олег Винник",17,17,153,1481170,"-3.8%",2019-08-22,"Україна","","ua",45
"Олег Винник",5,9,129,2742866,"16.6%",2019-03-07,"Україна","","ua",45
"Олег Винник",14,13,136,1739673,"-8.2%",2019-04-25,"Україна","","ua",45
"Олег Винник",9,8,128,2351364,"-11.2%",2019-02-28,"Україна","","ua",45
"Олег Винник",6,5,130,2269583,"-17.3%",2019-03-14,"Україна","","ua",45
"Олег Винник",12,14,134,1988848,"15.8%",2019-04-11,"Україна","","ua",45
"Олег Винник",14,10,133,1717953,"-9.8%",2019-04-04,"Україна","","ua",45
"ОЛЬГА ГОРБАЧЕВА",17,NA,2,1512947,"",2019-03-07,"Україна","","ua",1
"Оля Полякова",66,56,147,600747,"-9.1%",2019-08-01,"Україна","","ua",45
"Оля Полякова",40,48,143,753235,"7.6%",2019-07-04,"Україна","","ua",45
"Оля Полякова",40,18,128,907150,"-34.1%",2019-03-21,"Україна","","ua",45
"Оля Полякова",45,35,123,845309,"-10.6%",2019-02-14,"Україна","","ua",45
"Оля Полякова",33,27,118,942025,"-20%",2019-01-10,"Україна","","ua",45
"Оля Полякова",35,51,122,945270,"29.3%",2019-02-07,"Україна","","ua",45
"Оля Полякова",50,31,138,753963,"-21.5%",2019-05-30,"Україна","","ua",45
"Оля Полякова",48,48,159,739504,"-3.1%",2019-10-24,"Україна","","ua",45
"Оля Полякова",56,47,146,660737,"-7.8%",2019-07-25,"Україна","","ua",45
"Оля Полякова",65,63,151,660455,"-3.8%",2019-08-29,"Україна","","ua",45
"Оля Полякова",31,31,137,960849,"-6.7%",2019-05-23,"Україна","","ua",45
"Оля Полякова",28,37,134,1196596,"33.8%",2019-05-02,"Україна","","ua",45
"Оля Полякова",30,28,135,1006218,"-15.9%",2019-05-09,"Україна","","ua",45
"Оля Полякова",56,50,139,677538,"-10.1%",2019-06-06,"Україна","","ua",45
"Оля Полякова",79,65,152,566043,"-14.3%",2019-09-05,"Україна","","ua",45
"Оля Полякова",43,44,161,806304,"-3.1%",2019-11-07,"Україна","","ua",45
"Оля Полякова",60,59,126,773356,"4%",2019-03-07,"Україна","","ua",45
"Оля Полякова",18,60,127,1376893,"78%",2019-03-14,"Україна","","ua",45
"Оля Полякова",55,56,140,654926,"-3.3%",2019-06-13,"Україна","","ua",45
"Оля Полякова",37,33,119,888563,"-5.7%",2019-01-17,"Україна","","ua",45
"Оля Полякова",27,43,117,1177354,"28.5%",2019-01-03,"Україна","","ua",45
"Оля Полякова",50,61,132,774690,"12.5%",2019-04-18,"Україна","","ua",45
"Оля Полякова",51,55,141,683176,"4.3%",2019-06-20,"Україна","","ua",45
"Оля Полякова",53,40,129,769929,"-15.1%",2019-03-28,"Україна","","ua",45
"Оля Полякова",48,40,144,702464,"-6.7%",2019-07-11,"Україна","","ua",45
"Оля Полякова",48,51,142,700046,"2.5%",2019-06-27,"Україна","","ua",45
"Оля Полякова",31,30,136,1029388,"2.3%",2019-05-16,"Україна","","ua",45
"Оля Полякова",37,50,133,894239,"15.4%",2019-04-25,"Україна","","ua",45
"Оля Полякова",44,48,160,832084,"12.5%",2019-10-31,"Україна","","ua",45
"Оля Полякова",77,79,153,572897,"1.2%",2019-09-12,"Україна","","ua",45
"Оля Полякова",89,77,156,561798,"-6.6%",2019-10-03,"Україна","","ua",45
"Оля Полякова",61,57,131,688848,"3.4%",2019-04-11,"Україна","","ua",45
"Оля Полякова",61,66,148,655620,"9.1%",2019-08-08,"Україна","","ua",45
"Оля Полякова",76,77,154,588704,"2.8%",2019-09-19,"Україна","","ua",45
"Оля Полякова",51,43,121,730910,"-10.2%",2019-01-31,"Україна","","ua",45
"Оля Полякова",48,69,158,763057,"23.2%",2019-10-17,"Україна","","ua",45
"Оля Полякова",69,89,157,619139,"10.2%",2019-10-10,"Україна","","ua",45
"Оля Полякова",47,48,145,716888,"2.1%",2019-07-18,"Україна","","ua",45
"Оля Полякова",57,53,130,665927,"-13.5%",2019-04-04,"Україна","","ua",45
"Оля Полякова",63,62,150,686279,"3.7%",2019-08-22,"Україна","","ua",45
"Оля Полякова",59,46,125,743959,"-6.8%",2019-02-28,"Україна","","ua",45
"Оля Полякова",46,45,124,797831,"-5.6%",2019-02-21,"Україна","","ua",45
"Оля Полякова",62,61,149,662045,"1%",2019-08-15,"Україна","","ua",45
"Оля Полякова",43,37,120,813510,"-8.4%",2019-01-24,"Україна","","ua",45
"Оля Полякова",77,76,155,601749,"2.2%",2019-09-26,"Україна","","ua",45
"Потап и Настя",87,86,124,590300,"4%",2019-01-31,"Україна","","ua",22
"Потап и Настя",65,63,143,598017,"-7.1%",2019-06-13,"Україна","","ua",22
"Потап и Настя",85,88,130,545600,"-10.1%",2019-03-14,"Україна","","ua",22
"Потап и Настя",81,80,126,622206,"0.3%",2019-02-14,"Україна","","ua",22
"Потап и Настя",80,87,125,620222,"5.1%",2019-02-07,"Україна","","ua",22
"Потап и Настя",80,81,127,627267,"0.8%",2019-02-21,"Україна","","ua",22
"Потап и Настя",69,87,156,648321,"27.5%",2019-10-31,"Україна","","ua",22
"Потап и Настя",88,85,129,606637,"0.4%",2019-03-07,"Україна","","ua",22
"Потап и Настя",79,82,122,587301,"5.7%",2019-01-17,"Україна","","ua",22
"Потап и Настя",27,98,141,1215321,"135.2%",2019-05-30,"Україна","","ua",22
"Потап и Настя",49,68,120,795793,"23.2%",2019-01-03,"Україна","","ua",22
"Потап и Настя",66,65,144,594015,"-0.7%",2019-06-20,"Україна","","ua",22
"Потап и Настя",96,92,147,462898,"-2.1%",2019-07-11,"Україна","","ua",22
"Потап и Настя",63,27,142,643734,"-47%",2019-06-06,"Україна","","ua",22
"Потап и Настя",87,NA,155,508599,"",2019-10-24,"Україна","","ua",22
"Потап и Настя",72,69,157,599606,"-7.5%",2019-11-07,"Україна","","ua",22
"Потап и Настя",85,80,128,604488,"-3.6%",2019-02-28,"Україна","","ua",22
"Потап и Настя",81,66,145,534929,"-9.9%",2019-06-27,"Україна","","ua",22
"Потап и Настя",98,NA,140,516663,"",2019-05-23,"Україна","","ua",22
"Потап и Настя",82,49,121,555696,"-30.2%",2019-01-10,"Україна","","ua",22
"Потап и Настя",86,79,123,567792,"-3.3%",2019-01-24,"Україна","","ua",22
"Потап и Настя",92,81,146,472641,"-11.6%",2019-07-04,"Україна","","ua",22
"ПТП",43,58,12,764073,"2.4%",2019-01-10,"Україна","","ua",8
"ПТП",57,43,13,700735,"-8.3%",2019-01-17,"Україна","","ua",8
"ПТП",69,57,14,658975,"-6%",2019-01-24,"Україна","","ua",8
"ПТП",76,64,16,631875,"-5.1%",2019-02-07,"Україна","","ua",8
"ПТП",64,69,15,665631,"1%",2019-01-31,"Україна","","ua",8
"ПТП",80,76,17,629166,"-0.4%",2019-02-14,"Україна","","ua",8
"ПТП",96,80,18,580881,"-7.7%",2019-02-21,"Україна","","ua",8
"ПТП",58,NA,11,746203,"",2019-01-03,"Україна","","ua",8
"Скрябін",92,63,124,571194,"-15.3%",2019-01-31,"Україна","","ua",21
"Скрябін",92,96,138,495109,"-2.2%",2019-05-09,"Україна","","ua",21
"Скрябін",99,90,133,474097,"-12.1%",2019-04-04,"Україна","","ua",21
"Скрябін",92,86,122,524989,"-3.2%",2019-01-17,"Україна","","ua",21
"Скрябін",96,NA,137,506190,"",2019-05-02,"Україна","","ua",21
"Скрябін",63,92,123,674365,"28.5%",2019-01-24,"Україна","","ua",21
"Скрябін",63,81,120,724994,"22.7%",2019-01-03,"Україна","","ua",21
"Скрябін",92,79,129,595506,"-7.2%",2019-03-07,"Україна","","ua",21
"Скрябін",54,92,125,751147,"31.5%",2019-02-07,"Україна","","ua",21
"Скрябін",95,99,134,500197,"5.5%",2019-04-11,"Україна","","ua",21
"Скрябін",84,NA,153,570951,"",2019-08-22,"Україна","","ua",21
"Скрябін",99,75,155,501089,"-19.5%",2019-09-05,"Україна","","ua",21
"Скрябін",77,92,130,589670,"-1%",2019-03-14,"Україна","","ua",21
"Скрябін",59,54,126,723387,"-3.7%",2019-02-14,"Україна","","ua",21
"Скрябін",79,65,128,641591,"-5.4%",2019-02-28,"Україна","","ua",21
"Скрябін",65,59,127,677934,"-6.3%",2019-02-21,"Україна","","ua",21
"Скрябін",86,63,121,542534,"-25.2%",2019-01-10,"Україна","","ua",21
"Скрябін",97,92,139,505036,"2%",2019-05-16,"Україна","","ua",21
"Скрябін",86,77,131,550737,"-6.6%",2019-03-21,"Україна","","ua",21
"Скрябін",90,86,132,539535,"-2%",2019-03-28,"Україна","","ua",21
"Скрябін",75,84,154,622354,"9%",2019-08-29,"Україна","","ua",21
"ТамерланАлёна",77,NA,5,602712,"",2019-03-28,"Україна","","ua",1
"Тина Кароль",84,71,114,564923,"-13.4%",2019-05-02,"Україна","","ua",21
"Тина Кароль",94,NA,102,582321,"",2019-02-07,"Україна","","ua",21
"Тина Кароль",90,NA,124,519366,"",2019-09-19,"Україна","","ua",21
"Тина Кароль",89,27,122,526519,"-51.5%",2019-09-05,"Україна","","ua",21
"Тина Кароль",85,85,116,546331,"3.6%",2019-05-16,"Україна","","ua",21
"Тина Кароль",76,94,103,639139,"9.8%",2019-02-14,"Україна","","ua",21
"Тина Кароль",90,NA,98,527904,"",2019-01-10,"Україна","","ua",21
"Тина Кароль",27,NA,121,1084535,"",2019-08-29,"Україна","","ua",21
"Тина Кароль",88,90,118,546014,"2.9%",2019-05-30,"Україна","","ua",21
"Тина Кароль",93,92,120,496134,"-1.3%",2019-06-13,"Україна","","ua",21
"Тина Кароль",85,84,115,527274,"-6.7%",2019-05-09,"Україна","","ua",21
"Тина Кароль",71,33,113,652148,"-33.2%",2019-04-25,"Україна","","ua",21
"Тина Кароль",92,88,119,502513,"-8%",2019-06-06,"Україна","","ua",21
"Тина Кароль",17,68,111,1680073,"175.7%",2019-04-11,"Україна","","ua",21
"Тина Кароль",42,NA,126,834869,"",2019-10-31,"Україна","","ua",21
"Тина Кароль",90,85,117,530380,"-2.9%",2019-05-23,"Україна","","ua",21
"Тина Кароль",73,42,127,599435,"-28.2%",2019-11-07,"Україна","","ua",21
"Тина Кароль",33,17,112,976001,"-41.9%",2019-04-18,"Україна","","ua",21
"Тина Кароль",87,76,104,600476,"-6%",2019-02-21,"Україна","","ua",21
"Тина Кароль",68,NA,110,609419,"",2019-04-04,"Україна","","ua",21
"Тина Кароль",97,90,99,516000,"-2.3%",2019-01-17,"Україна","","ua",21
"ЯрмаК",62,NA,100,713683,"",2019-03-28,"Україна","","ua",1
